id,data,,,start,length,rotate,,ROT
134,"addm rtbbdrretk. Zltrdldms zmc bgzfqhm rddldc sn ad rsqtffkhmf enq sgd
lzrsdqx, tmshk sgd enqldq rtccdmkx bzqqhdc sgd czx, zmc gd atqrs hmsn z
gdzqsx kztfg.

""H vntkcm's gzud sgd Rbnskzmc Xzqcdqr jmnv hs enq sgd vnqkc,"" gd bqhdc,
cqnoohmf hmsn ghr bgzhq; ""H gzud bgzeedc sgdl rn ltbg sgzs sgdx vntkc
mdudq gzud kds ld gdzq sgd dmc ne hs. H bzm zeenqc sn kztfg, adbztrd H
jmnv sgzs H vhkk ad dudm vhsg sgdl hm sgd knmf qtm.""

""Vgzs hr hs sgdm?"" H zrjdc.

""Ng, H cnm's lhmc sdkkhmf z rsnqx zfzhmrs lxrdke. Sgzs bqdzstqd gzc
fnmd z khsskd vzx vgdm rgd adfzm sn khlo zmc rgnv dudqx rhfm ne adhmf
enns-rnqd. Oqdrdmskx rgd bzld sn z gzks, zmc gzhkdc z entq-vgddkdq vghbg
vzr ozrrhmf. H lzmzfdc sn ad bknrd sn gdq rn zr sn gdzq sgd zccqdrr, ats
H mddc mns gzud addm rn zmwhntr, enq rgd rzmf ",,,,,,,
135,"hs nts kntc dmntfg sn
ad gdzqc zs sgd nsgdq rhcd ne sgd rsqdds, 'Cqhud sn 13, Ctmbzm Rsqdds,
Gntmcrchsbg,' rgd bqhdc. Sghr adfhmr sn knnj fdmthmd, H sgntfgs, zmc
gzuhmf rddm gdq rzedkx hmrhcd, H odqbgdc lxrdke adghmc. Sgzs'r zm zqs
vghbg dudqx cdsdbshud rgntkc ad zm dwodqs zs. Vdkk, zvzx vd qzsskdc, zmc
mdudq cqdv qdhm tmshk vd qdzbgdc sgd rsqdd",,,,,,,
136,"l af imwklagf. A zghhwv gxx
twxgjw ow usew lg lzw vggj, sfv kljgddwv vgof lzw kljwwl af sf wskq,
dgmfyafy osq. A kso lzw ust hmdd mh. Lzw vjanwj bmehwv vgof, sfv A kso
zae ghwf lzw vggj sfv klsfv wphwulsfldq. Fglzafy usew gml lzgmyz. Ozwf
A jwsuzwv zae zw osk yjghafy stgml xjsflausddq af lzw wehlq ust, sfv
yanafy nwfl lg lzw xafwkl skkgjlwv ugddwulagf gx gslzk lzsl wnwj A
daklwfwv lg. Lzwjw osk fg kayf gj ljsuw gx zak hskkwfywj, sfv A xwsj al
oadd tw kgew laew twxgjw zw ywlk zak xsjw. Gf afimajafy sl Fmetwj 13
ow xgmfv lzsl lzw zgmkw twdgfywv lg s jwkhwulstdw hshwjzsfywj, fsewv
Cwkoauc, sfv lzsl fg gfw gx lzw fsew walzwj",,,,,,,
137," gx Ksoqwj gj Vwffak zsv wnwj
twwf zwsjv gx lzwjw.""

""Qgm vgf'l ewsf lg ksq,"" A ujawv, af sesrwewfl, ""lzsl lzsl lgllwjafy,
xwwtdw gdv ogesf osk stdw lg ywl gml gx lzw ust ozadw al osk af eglagf,
oalzgml walzwj qgm gj lzw vjanwj kwwafy zwj?""

""Gdv ogesf tw vsefwv!"" ksav Kzwjdguc Zgdewk, kzsjhdq. ""Ow owjw lzw gdv
ogewf lg tw kg lscwf af. Al emkl zsnw twwf s qgmfy esf, sfv sf
sulanw gfw, lgg, twkavwk twafy sf afugehsjstdw sulgj. Lzw ywl-mh osk
afaealstdw. Zw kso lzsl zw osk xgddgowv, fg vgmtl, sfv mkwv lzak ewsfk
gx yanafy ew lzw kdah. Al kzgok lzsl lzw esf ow sjw sxlwj ak fgl sk
dgfwdq sk A aesyafwv zw osk, tml zsk xjawfvk ozg sjw jwsvq lg jakc
kgewlzafy xgj zae. Fgo, Vgulgj, qgm sjw dggcafy vgfw-mh. Lscw eq svnauw
sfv lmjf af.""

A osk uwjlsafdq xwwdafy nwjq owsjq, kg A gtwqwv zak afbmfulagf. A
dwxl Zgdewk kwslwv a",,,,,,,
138,"f xjgfl gx lzw kegmdvwjafy xajw, sfv dgfy aflg lzw
osluzwk gx lzw fayzl A zwsjv lzw dgo, ewdsfuzgdq osadafyk gx zak nagdaf,
sfv cfwo lzsl zw osk kladd hgfvwjafy gnwj lzw kljsfyw hjgtdwe ozauz zw
zsv kwl zaekwdx lg mfjsnwd.




UZSHLWJ NA. LGTASK YJWYKGF KZGOK OZSL ZW USF VG.


LZW hshwjk fwpl vsq owjw xmdd gx lzw ""Tjaplgf Eqklwjq,"" sk lzwq lwjewv
al. Wsuz zsv s dgfy suugmfl gx lzw sxxsaj, sfv kgew zsv dwsvwjk mhgf al
af svvalagf. Lzwjw osk kgew afxgjeslagf af lzwe ozauz osk fwo lg ew. A
kladd jwlsaf af eq kujsh-tggc fmewjgmk udahhafyk sfv wpljsulk twsjafy
mhgf lzw uskw. Zwjw ak s ugfvwfkslagf gx s xwo gx lzwe:--

Lzw _Vsadq Lwdwyjshz_ jwesjcwv lzsl af lzw zaklgjq gx ujaew lzwjw zsv
kwdvge twwf s ljsywvq ozauz hjwkwflwv kljsfywj xwslmjwk. Lzw Ywjesf
fsew gx lzw naula",,,,,,,
139,"e, lzw stkwfuw gx sdd glzwj eglanw, sfv lzw kafaklwj
afkujahlagf gf lzw osdd, sdd hgaflwv lg alk hwjhwljslagf tq hgdalausd
jwxmywwk sfv jwngdmlagfaklk. Lzw Kguasdaklk zsv esfq tjsfuzwk af
Sewjaus, sfv lzw vwuwskwv zsv, fg vgmtl, afxjafywv lzwaj mfojallwf dsok,
sfv twwf ljsucwv vgof tq lzwe. Sxlwj sddmvafy ",,,,,,,
140,"sajadq lg lzw Nwzeywjauzl,
sims lgxsfs, Usjtgfsja, lzw Esjuzagfwkk vw Tjafnaddawjk, lzw Vsjoafasf
lzwgjq, lzw hjafuahdwk gx Esdlzmk, sfv lzw Jsludaxx Zayzosq emjvwjk, lzw
sjlaudw ugfudmvwv tq svegfakzafy lzw Ygnwjfewfl sfv svnguslafy s udgkwj
osluz gnwj xgjwayfwjk af Wfydsfv.

Lzw _Klsfvsjv_ ugeewflwv mhgf lzw xsul lzsl dsodwkk gmljsywk gx lzw kgjl
mkmsddq guumjjwv mfvwj s Datwjsd Sveafakljslagf. Lzwq sjgkw xjge lzw
mfkwlldafy gx lzw eafvk gx lzw eskkwk, sfv lzw ugfkwimwfl owscwfafy
gx sdd smlzgjalq. Lzw vwuwskwv osk sf Sewjausf ywfldwesf ozg zsv
twwf jwkavafy xgj kgew owwck af lzw Ewljghgdak. Zw zsv klsqwv sl lzw
tgsjvafy-zgmkw gx Esvsew ",,,,,,,
141,"Uzsjhwflawj, af Lgjimsq Lwjjsuw, Usetwjowdd.
Zw osk suugehsfawv af zak ljsnwdk tq zak hjanslw kwujwlsjq, Ej. Bgkwhz
Klsfywjkgf. Lzw log tsvw svawm lg lzwaj dsfvdsvq mhgf Lmwkvsq, lzw
4lz afkl., sfv vwhsjlwv lg Wmklgf Klslagf oalz lzw sngowv aflwflagf gx
usluzafy lzw Danwjhggd wphjwkk. Lzwq owjw sxlwjosjvk kwwf lgywlzwj mhgf
lzw hdslxgje. Fglzafy egjw ak cfgof gx lzwe mflad Ej. Vjwttwj'k tgvq
osk, sk jwugjvwv, vakugnwjwv af sf wehlq zgmkw af lzw Tjaplgf Jgsv,
esfq eadwk xjge Wmklgf. Zgo zw usew lzwjw, gj zgo zw ewl zak xslw, sjw
imwklagfk ozauz sjw kladd afngdnwv af eqklwjq. Fglzafy a",,,,,,,
142,"k cfgof gx lzw
ozwjwstgmlk gx Klsfywjkgf. Ow sjw ydsv lg dwsjf lzsl Ej. Dwkljsvw sfv
Ej. Yjwykgf, gx Kugldsfv Qsjv, sjw tglz wfysywv mhgf lzw uskw, sfv al
ak ugfxavwfldq sflauahslwv lzsl lzwkw owdd-cfgof gxxauwjk oadd khwwvadq
lzjgo dayzl mhgf lzw esllwj.

Lzw _Vsadq Fwok_ gtkwjnwv lzsl lzwjw osk fg vgmtl sk lg lzw ujaew twafy
s hgdalausd gfw. Lzw vwkhglake sfv zsljwv gx Datwjsdake ozauz sfaeslwv
lzw Ugflafwflsd Ygnwjfewflk zsv zsv lzw wxxwul gx vjanafy lg gmj kzgjwk
s fmetwj gx ewf ozg eayzl zsnw esvw wpuwddwfl ualarwfk owjw lzwq fgl
kgmjwv tq lzw jwugddwulagf gx sdd lzsl lzwq zsv mfvwjygfw. Segfy lzwkw
ewf lzwjw osk s kljafywfl ugvw gx zgfgmj, sfq afxjafywewfl gx ozauz osk
hmfakzwv tq vwslz. Wnwjq wxxgjl kzgmdv tw esvw lg xafv lzw kwujwlsjq,
Klsfywjkgf, sfv lg skuwjlsaf kgew hsjlaumdsjk gx lzw zstalk gx lzw
vwuwskwv. S yjwsl klwh zsv twwf ysafwv tq lzw vakugnwjq gx lzw svvjwkk
gx lzw zgmkw sl ozauz zw zsv tgsjvwv--s jwkmdl ozauz osk wflajwdq vmw lg
lzw sumlwfwkk sfv wfwjyq gx Ej. Y",,,,,,,
143,"jwykgf gx Kugldsfv Qsjv.

Kzwjdguc Zgdewk sfv A jwsv lzwkw fglauwk gnwj lgywlzwj sl tjwscxskl, sfv
lzwq shhwsjwv lg sxxgjv zae ugfkavwjstdw semkwewfl.

""A lgdv qgm lzsl, ozslwnwj zshhwfwv, Dwkljsvw sfv Yjwykgf ogmdv tw kmjw
lg kugjw.""

""Lzsl vwhwfvk gf zgo al lmjfk gml.""

""Gz, tdwkk qgm, al vgwkf'l esllwj af lzw dwskl. Ax lzw esf ak usmyzl, al
oadd tw _gf suugmfl_ gx lzwaj wpwjlagfk; ax zw wkushwk, al oadd tw _af
khalw_ gx lzwaj wpwjlagfk. Al'k zwsvk A oaf sfv lsadk qgm dgkw. Ozslwnwj
lzwq vg, lzwq oadd zsnw xgddgowjk. 'Mf kgl ljgmnw lgmbgmjk mf hdmk kgl
ima d'sveajw.'""

""Ozsl gf wsjlz ak lzak?"" A ujawv, xgj sl lzak egewfl lzwjw usew lzw
hsllwjafy gx esfq klwhk af lzw zs",,,,,,,
144,"dd sfv gf lzw klsajk, suugehsfawv tq
smvatdw wphjwkkagfk gx vakymkl mhgf lzw hsjl gx gmj dsfvdsvq.

""Al'k lzw Tscwj Kljwwl vanakagf gx lzw vwlwulanw hgdauw xgjuw,"" ksav eq
ugehsfagf, yjsnwdq; sfv sk zw khgcw lzwjw jmkzwv aflg lzw jgge zsdx s
vgrwf gx lzw vajlawkl sfv egkl jsyywv kljwwl Sjstk lzsl wnwj A udshhwv
wqwk gf.
",,,,,,,
145,"
""'Lwflagf!"" ujawv Zgdewk, af s kzsjh lgfw, sfv lzw kap vajlq dalldw
kugmfvjwdk klggv af s dafw dacw kg esfq vakjwhmlstdw klslmwllwk. ""Af
xmlmjw qgm kzsdd kwfv mh Oayyafk sdgfw lg jwhgjl, sfv lzw jwkl gx qgm
emkl osal af lzw kljwwl. Zsnw qgm xgmfv al, Oayyafk?""

""Fg, kaj, ow zsaf'l,"" ksav gfw gx lzw qgmlzk.

""A zsjvdq wphwulwv qgm ogmdv. Qgm emkl cwwh gf mflad qgm vg. Zwjw sjw
qgmj osywk."" [13] Zw zsfvwv wsuz gx lzwe s kzaddafy.

""Fgo, gxx qgm yg, sfv ugew tsuc oalz s twllwj jwhgjl fwpl laew.""

Zw osnwv zak zsfv, sfv lzwq kusehwjwv sosq vgofklsajk dacw kg esfq jslk,
sfv ow zwsjv lzwaj kzjadd ngauwk fwpl egewfl af lzw kljwwl.

""Lzwjw'k egjw ogjc lg tw ygl gml gx gfw gx lzgkw dalldw twyysjk lzsf
gml gx s vgrwf gx lzw xgjuw,"" Zgdewk jwesjcwv. ""Lzw ewjw kayzl gx s",,,,,,,
146,"f
gxxauasd-dggcafy hwjkgf kwsdk ewf'k dahk. Lzwkw qgmfyklwjk, zgownwj, yg
wnwjqozwjw sfv zwsj wnwjqlzafy. Lzwq sjw sk kzsjh sk fwwvdwk, lgg; sdd
lzwq osfl ak gjysfakslagf.""

""Ak al gf lzak Tjaplgf uskw lzsl qgm sjw wehdgqafy lzwe?"" A skcwv.

""Qwk; lzwjw ak s hgafl ozauz A oakz lg skuwjlsaf. Al ak ewjwdq s esllwj
gx laew. Zmddg! ow sjw ygafy lg zwsj kgew fwok fgo oalz s nwfywsfuw!
Zwjw ak Yjwykgf ugeafy vgof lzw jgsv oalz twslalmvw ojallwf mhgf wnwjq
xwslmjw gx zak xsuw. Tgmfv xgj mk, A cfgo. Qwk, zw ak klghhafy. Lzwjw zw
ak!""

Lzwjw osk s nagdwfl hwsd sl lzw twdd, sfv af s xwo kwugfvk lzw
xsaj-zsajwv vwlwulanw usew mh lzw klsajk, lzjww klwhk sl s laew, sfv
tmjkl aflg gmj kallafy-jgge.

""Eq vwsj xwddgo,"" zw ujawv, ojafyafy Zgdewk' mfjwkhgfkanw zsfv,
""ugfyjslmdslw ew! A zsnw esvw lzw ozgdw lzafy sk udwsj sk vsq.""

S kzsvw gx sfpawlq kwwewv lg ew lg ujgkk eq ugehsfagf'k wphjwkkanw xsuw.

""Vg qgm ewsf lzsl qgm sjw gf lzw jayzl ljsuc?"" zw s",,,,,,,
147,"phba.

""Qeb ofdeq qoxzh! Tev, pfo, tb exsb qeb jxk rkabo ilzh xka hbv.""

""Xka efp kxjb fp?""

""Xoqero Zexombkqfbo, pry-ifbrqbkxkq fk Ebo Jxgbpqv'p kxsv,"" zofba
Dobdplk, mljmlrpiv, oryyfkd efp cxq exkap xka fkcixqfkd efp zebpq.

Peboilzh Elijbp dxsb x pfde lc obifbc, xka obixuba fkql x pjfib.

""Qxhb x pbxq, xka qov lkb lc qebpb zfdxo",,,,,,,
148,"p,"" eb pxfa. ""Tb xob xkuflrp ql
hklt elt vlr jxkxdba fq. Tfii vlr exsb pljb tefphbv xka txqbo?""

""F alk'q jfka fc F al,"" qeb abqbzqfsb xkptboba. ""Qeb qobjbkalrp
buboqflkp tefze F exsb dlkb qeolrde arofkd qeb ixpq axv lo qtl exsb tlok
jb lrq. Klq pl jrze ylafiv buboqflk, vlr rkabopqxka, xp qeb pqoxfk rmlk
qeb jfka. Vlr tfii xmmobzfxqb qexq, Jo. Peboilzh Elijbp, clo tb xob ylqe
yoxfk-tlohbop.""

""Vlr al jb qll jrze elklro,"" pxfa Elijbp, doxsbiv. ""Ibq rp ebxo elt vlr
xoofsba xq qefp jlpq doxqfcvfkd obpriq.""

Qeb abqbzqfsb pbxqba efjpbic fk qeb xoj-zexfo, xka mrccba zljmixzbkqiv
xq efp zfdxo. Qebk praabkiv eb pixmmba efp qefde fk x mxoluvpj lc
xjrpbjbkq.

""Qeb crk lc fq fp,"" eb zofba, ""qexq qexq clli Ibpqoxab, tel qefkhp
efjpbic pl pjxoq, exp dlkb lcc rmlk qeb tolkd qoxzh xiqldbqebo. Eb fp
xcqbo qeb pbzobqxov Pqxkdboplk, tel exa kl jlob",,,,,,,
149," ql al tfqe qeb zofjb
qexk qeb yxyb rkylok. F exsb kl alryq qexq eb exp zxrdeq efj yv qefp
qfjb.""

Qeb fabx qfzhiba Dobdplk pl jrze qexq eb ixrdeba rkqfi eb zelhba.

""Xka elt afa vlr dbq vlro zirb?""

""Xe, F'ii qbii vlr xii xylrq fq. Lc zlropb, Alzqlo Txqplk, qefp fp
pqofzqiv ybqtbbk lropbisbp. Qeb cfopq afccfzriqv tefze tb exa ql zlkqbka
tfqe txp qeb cfkafkd lc qefp Xjbofzxk'p xkqbzbabkqp. Pljb mblmib tlria
exsb txfqba rkqfi qebfo xasboqfpbjbkqp tbob xkptboba, lo rkqfi mxoqfbp
zxjb clotxoa xka slirkqbboba fkclojxqflk. Qexq fp klq Qlyfxp Dobdplk'p
txv lc dlfkd ql tloh. Vlr objbjybo qeb exq ybpfab qeb abxa jxk?""

""Vbp,"" pxfa Elijbp; ""yv Glek Rkabotlla xka Plkp, 129, Zxjybotbii Olxa.",,,,,,,
150,"""

Itgiuqp nqqmgf swkvg etguv-hcnngp.

""K jcf pq kfgc vjcv aqw pqvkegf vjcv,"" jg uckf. ""Jcxg aqw dggp vjgtg?""

""Pq.""

""Jc!"" etkgf Itgiuqp, kp c tgnkgxgf xqkeg; ""aqw ujqwnf pgxgt pgingev c
ejcpeg, jqygxgt uocnn kv oca uggo.""

""Vq c itgcv okpf, pqvjkpi ku nkvvng,"" tgoctmgf Jqnogu, ugpvgpvkqwuna.

""Ygnn, K ygpv vq Wpfgtyqqf, cpf cumgf jko kh jg jcf uqnf c jcv qh vjcv
ukbg cpf fguetkrvkqp. Jg nqqmgf qxgt jku dqqmu, cpf ecog qp kv cv qpeg.
Jg jcf ugpv vjg jcv vq c Ot. Ftgddgt, tgukfkpi cv Ejctrgpvkgt'u Dqctfkpi
Guvcdnkujogpv, Vqtswca Vgttceg. Vjwu K iqv cv jku cfftguu.""

""Uoctv--xgta uoctv!"" owtowtgf Ujgtnqem",,,,,,,
151," Jqnogu.

""K pgzv ecnngf wrqp Ocfcog Ejctrgpvkgt,"" eqpvkpwgf vjg fgvgevkxg.
""K hqwpf jgt xgta rcng cpf fkuvtguugf. Jgt fcwijvgt ycu kp vjg tqqo,
vqq--cp wpeqooqpna hkpg iktn ujg ku, vqq; ujg ycu nqqmkpi tgf cdqwv
vjg gagu cpf jgt nkru vtgodngf cu K urqmg vq jgt. Vjcv fkfp'v guecrg
oa pqvkeg. K dgicp vq uognn c tcv. Aqw mpqy vjg hggnkpi, Ot. Ujgtnqem
Jqnogu, yjgp aqw eqog wrqp vjg tkijv uegpv--c mkpf qh vjtknn kp aqwt
pgtxgu. 'Jcxg aqw jgctf qh vjg oauvgtkqwu fgcvj qh aqwt ncvg dqctfgt Ot.
Gpqej L. Ftgddgt, qh Engxgncpf?' K cumgf.

""Vjg oqvjgt pqffgf. Ujg fkfp'v uggo cdng vq igv qwv c yqtf. Vjg fcwijvgt
dwtuv kpvq vgctu. K hgnv oqtg vjcp gxgt vjcv vjgug rgqrng mpgy uqogvjkpi
qh vjg ocvvgt.

""'Cv yjcv q'enqem fkf Ot. Ftgddgt ngcxg aqwt jqwug hqt vjg vtckp?' K
cumgf.

""'Cv gkijv q'enqem,' ujg uckf, iwnrkpi kp jgt vjtqcv vq mggr fqyp jgt
cikvcvkqp. 'Jku ugetgvcta, Ot. Uvcpigtuq",,,,,,,
152,"y, dlto esle espcp hpcp ehz
ecltyd--zyp le 9.15 lyo zyp le 11. Sp hld ez nlens esp qtcde. [14]

""'Lyo hld esle esp wlde hstns jzf dlh zq stx?'

""L epcctmwp nslyrp nlxp zgpc esp hzxly'd qlnp ld T ldvpo esp bfpdetzy.
Spc qplefcpd efcypo apcqpnewj wtgto. Te hld dzxp dpnzyod mpqzcp dsp
nzfwo rpe zfe esp dtyrwp hzco 'Jpd'--lyo hspy te oto nzxp te hld ty l
sfdvj fyylefclw ezyp.

""Espcp hld dtwpynp qzc l xzxpye, lyo espy esp olfrsepc dazvp ty l nlwx
nwplc gztnp.

""'Yz rzzo nly pgpc nzxp zq qlwdpszzo, xzespc,' dsp dlto. 'Wpe fd mp
qclyv htes estd rpyewpxly. Hp _oto_ dpp Xc. Ocpmmpc lrlty.'

""'Rzo qzcrtgp jzf!' nctpo Xlolxp Nslcapyetpc, esczhtyr fa spc slyod lyo
dtyvtyr mlnv ty spc nsltc. 'Jzf slgp xfcopcpo jzfc mczespc.'

""'Lcesfc hzfwo clespc esle hp dazvp esp ecfes,' esp rtcw lydhpcpo
qtcxwj.

""'Jzf ",,,,,,,
153,"slo mpde epww xp lww lmzfe te yzh,' T dlto. 'Slwq-nzyqtopynpd lcp
hzcdp esly yzyp. Mpdtopd, jzf oz yze vyzh szh xfns hp vyzh zq te.'

""'Zy jzfc splo mp te, Lwtnp!' nctpo spc xzespc; lyo espy, efcytyr ez xp,
'T htww epww jzf lww, dtc. Oz yze txlrtyp esle xj lrteletzy zy mpslwq
zq xj dzy lctdpd qczx lyj qplc wpde sp dszfwo slgp slo l slyo ty estd
epcctmwp lqqltc. Sp td feepcwj tyyznpye zq te. Xj ocplo td, szhpgpc,
esle ty jzfc pjpd lyo ty esp pjpd zq zespcd sp xlj laaplc ez mp
nzxaczxtdpo. Esle szhpgpc td dfcpwj txazddt",,,,,,,
154,"mwp. Std strs nslclnepc, std
aczqpddtzy, std lyepnpopyed hzfwo lww qzcmto te.'

""'Jzfc mpde hlj td ez xlvp l nwply mcplde zq esp qlned,' T lydhpcpo.
'Opapyo fazy te, tq jzfc dzy td tyyznpye sp htww mp yzyp esp hzcdp.'

""'Apcslad, Lwtnp, jzf slo mpeepc wplgp fd ezrpespc,' dsp dlto, lyo spc
olfrsepc htesocph. 'Yzh, dtc,' dsp nzyetyfpo, 'T slo yz tyepyet",,,,,,,
155,"vu vm
alsspun fvb hss aopz, iba zpujl tf wvvy khbnoaly ohz kpzjsvzlk pa P
ohcl uv hsalyuhapcl. Ohcpun vujl kljpklk av zwlhr, P dpss alss fvb hss
dpaovba vtpaapun huf whyapjbshy.'

""'Pa pz fvby dpzlza jvbyzl,' zhpk P.

""'Ty. Kyliily ohz illu dpao bz ulhysf aoyll dllrz. Ol huk opz zljylahyf,
Ty. Zahunlyzvu, ohk illu ayhclsspun vu aol Jvuapulua. P uvapjlk h
""Jvwluohnlu"" shils bwvu lhjo vm aolpy ayburz, zovdpun aoha aoha ohk illu
aolpy shza zavwwpun wshjl. Zahunlyzvu dhz h xbpla ylzlyclk thu, iba opz
ltwsvfly, P ht zvyyf av zhf, dhz mhy vaolydpzl. Ol dhz jvhyzl pu opz
ohipaz huk iybapzo pu opz dhfz. Aol clyf upnoa vm opz hyypchs ol iljhtl
clyf tbjo aol dvyzl mvy kypur, huk, pukllk, hmaly adlscl v'jsvjr pu aol
khf ol jvbsk ohyksf lcly il zhpk av il zvily. Opz thuulyz avdhykz aol
thpk-zlychuaz dlyl kpznbzapunsf myll huk mhtpsphy. Dvyza vm hss, ol
zwllkpsf hzzbtlk aol zhtl haapabkl avdhykz tf khbnoaly, Hspjl, huk zwvrl
av oly tvyl ao",,,,,,,
156,"cp qpeg kp c yca yjkej, hqtvwpcvgna, ujg ku vqq kppqegpv
vq wpfgtuvcpf. Qp qpg qeecukqp jg cevwcnna ugkbgf jgt kp jku ctou cpf
godtcegf jgt--cp qwvtcig yjkej ecwugf jku qyp ugetgvcta vq tgrtqcej jko
hqt jku wpocpna eqpfwev.'

""'Dwv yja fkf aqw uvcpf cnn vjku,' K cumgf. 'K uwrrqug vjcv aqw ecp igv
tkf qh aqwt dqctfgtu yjgp aqw ykuj.'

""Otu. Ejctrgpvkgt dnwujgf cv oa rgtvkpgpv swguvkqp. 'Yqwnf vq Iqf vjcv
K jcf ikxgp jko pqvkeg qp vjg xgta fca vjcv jg ecog,' ujg uckf. 'Dwv
kv ycu c uqtg vgorvcvkqp. Vjga ygtg rcakpi c rqwpf c fca gcej--hqwtvggp
rqwpfu c yggm, cp",,,,,,,
157,"f vjku ku vjg uncem ugcuqp. K co c ykfqy, cpf oa dqa kp
vjg Pcxa jcu equv og owej. K itwfigf vq nqug vjg oqpga. K cevgf hqt vjg
dguv. Vjku ncuv ycu vqq owej, jqygxgt, cpf K icxg jko pqvkeg vq ngcxg qp
ceeqwpv qh kv. Vjcv ycu vjg tgcuqp qh jku iqkpi.'

""'Ygnn?'

""'Oa jgctv itgy nkijv yjgp K ucy jko ftkxg cyca. Oa uqp ku qp ngcxg
lwuv pqy, dwv K fkf pqv vgnn jko cpavjkpi qh cnn vjku, hqt jku vgorgt
ku xkqngpv, cpf jg ku rcuukqpcvgna hqpf qh jku ukuvgt. Yjgp K enqugf vjg
fqqt dgjkpf vjgo c nqcf uggogf vq dg nkhvgf htqo oa okpf. Cncu, kp
nguu vjcp cp jqwt vjgtg ycu c tkp",,,,,,,
158,"i cv vjg dgnn, cpf K ngctpgf vjcv Ot.
Ftgddgt jcf tgvwtpgf. Jg ycu owej gzekvgf, cpf gxkfgpvna vjg yqtug hqt
ftkpm. Jg hqtegf jku yca kpvq vjg tqqo, yjgtg K ycu ukvvkpi ykvj oa
fcwijvgt, cpf ocfg uqog kpeqjgtgpv tgoctm cdqwv jcxkpi okuugf jku vtckp.
Jg vjgp vwtpgf vq Cnkeg, cpf dghqtg oa xgta hceg, rtqrqugf vq jgt vjcv
ujg ujqwnf hna ykvj jko. ""Aqw ctg qh cig,"" jg uckf, ""cpf vjgtg ku pq ncy
vq uvqr aqw. K jcxg oqpga gpqwij cpf vq urctg. Pgxgt okpf vjg qnf iktn
jgtg, dwv eqog cnqpi ykvj og pqy uvtckijv cyca. Aqw ujcnn nkxg nkmg c
rtkpeguu."" Rqqt Cnkeg ycu ",,,,,,,
159,"uq htkijvgpgf vjcv ujg ujtwpm cyca htqo jko,
dwv jg ecwijv jgt da vjg ytkuv cpf gpfgcxqwtgf vq ftcy jgt vqyctfu vjg
fqqt. K uetgcogf, cpf cv vjcv oqogpv oa uqp Ctvjwt ecog kpvq vjg tqqo.
Yjcv jcrrgpgf vjgp K fq pqv mpqy. K jgctf qcvju cpf vjg eqphwugf uqwpfu
qh c uewhhng. K ycu vqq vgttkhkgf vq tckug oa jgcf. Yjgp K fkf nqqm wr
K ucy Ctvjwt uvcpfkpi kp vjg fqqtyca ncwijkpi, ykvj c uvkem kp jku jcpf.
""K fqp'v vjkpm vjcv hkpg hgnnqy yknn vtqwdng wu cickp,"" jg uckf. ""K yknn
lwuv iq chvgt jko cpf ugg yjcv jg fqgu ykvj jkougnh."" Ykvj vjqug yqtfu
jg vqqm jku jcv cpf uvctvgf qhh fqyp vjg uvtggv. Vjg pgzv oqtpkpi yg
jgctf qh Ot. Ftgddgt'u oauvgtkqwu fgcvj.'

""Vjku uvcvgogpv ecog htqo Otu. Ejctrgpvkgt'u nkru ykvj ocpa icuru cpf
rcwugu. Cv vkogu ujg urqmg uq nqy vjcv K eqwnf jctfna ecvej vjg yqtfu. K
ocfg ujqtvjcpf pqvgu qh cnn vjcv ujg uckf, jqygxgt, uq vjcv ",,,,,,,
160,"espcp dszfwo
mp yz azddtmtwtej zq l xtdelvp.""

""Te'd bftep pintetyr,"" dlto Dspcwznv Szwxpd, htes l jlhy. ""Hsle slaapypo
ypie?""

""Hspy Xcd. Nslcapyetpc alfdpo,"" esp opepnetgp nzyetyfpo, ""T dlh esle esp
hszwp nldp sfyr fazy zyp aztye. Qtityr spc htes xj pjp ty l hlj hstns
T lwhljd qzfyo pqqpnetgp htes hzxpy, T ldvpo spc le hsle szfc spc dzy
cpefcypo.

""'T oz yze vyzh,' dsp lydhpcpo.

""'Yze vyzh?'

""'Yz; sp sl",,,,,,,
161,"d l wlens-vpj, lyo sp wpe stxdpwq ty.'

""'Lqepc jzf hpye ez mpo?'

""'Jpd.'

""'Hspy oto jzf rz ez mpo?'

""'Lmzfe pwpgpy.'

""'Dz jzfc dzy hld rzyp le wplde ehz szfcd?'

""'Jpd.'

""'Azddtmwj qzfc zc qtgp?'

""'Jpd.'

""'Hsle hld sp oztyr ofctyr esle etxp?'

""'T oz yze vyzh,' dsp lydhpcpo, efcytyr hstep ez spc gpcj wtad.

""Zq nzfcdp lqepc esle espcp hld yzestyr xzcp ez mp ozyp. T qzfyo
zfe hspcp Wtpfepylye Nslcapyetpc hld, ezzv ehz zqqtnpcd htes xp, lyo
lccpdepo stx. Hspy T ezfnspo stx zy esp dszfwopc lyo hlcypo stx ez nzxp
bftpewj htes fd, sp lydhpcpo fd ld mzwo ld mcldd, 'T dfaazdp jzf
lcp lccpdetyr xp qzc mptyr nzynpcyp",,,,,,,
